ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesLevied.CommercialDrainageFixedConnected.Factor,RatesLevied.CommercialDrainageFixedConnected.RateOrCharge,RatesLevied.CommercialDrainageFixedConnected.Amount,RatesLevied.CommercialKerbsideRecycling.Factor,RatesLevied.CommercialKerbsideRecycling.RateOrCharge,RatesLevied.CommercialKerbsideRecycling.Amount,RatesLevied.CommercialFireProtectionWater.Factor,RatesLevied.CommercialFireProtectionWater.RateOrCharge,RatesLevied.CommercialFireProtectionWater.Amount,RatesLevied.SchoolCVDrainageConnected.Factor,RatesLevied.SchoolCVDrainageConnected.RateOrCharge,RatesLevied.SchoolCVDrainageConnected.Amount,RatesBreakdown.OtherTargetedRates.GrossGeneralRate,RatesBreakdown.OtherTargetedRates.NetGeneralRate,RatesBreakdown.CommercialDrainageFixedConnected.GrossGeneralRate,RatesBreakdown.CommercialDrainageFixedConnected.NetGeneralRate,RatesBreakdown.CommercialKerbsideRecycling.GrossGeneralRate,RatesBreakdown.CommercialKerbsideRecycling.NetGeneralRate,RatesBreakdown.CommercialFireProtectionWater.GrossGeneralRate,RatesBreakdown.CommercialFireProtectionWater.NetGeneralRate,RatesBreakdown.SchoolCVDrainageConnected.GrossGeneralRate,RatesBreakdown.SchoolCVDrainageConnected.NetGeneralRate,RatesBreakdown.TotalOtherTargetedRates.GrossGeneralRate,RatesBreakdown.TotalOtherTargetedRates.NetGeneralRate,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
320093,27160-51400,2027139,5027139,86 Elm Row Dunedin,69/219,Dunedin Community Child Care Association :,PO Box 646 Dunedin 9054,2018,1 Jul 2017 to 30 Jun 2018,Rateable,Area 1 - School,Community Services Educational,PT SEC 39 BLK XII SO 14194 TN OF DUNEDIN,0.0909,145000,220000,365000,1, 1, 408.00, 408.00, 1, 66.30, 66.30, 365000, 0.000805, 293.83, 365000, 0.001651, 602.62, null, null, 408.00, 408.00, 66.30, 66.30, 293.83, 293.83, 602.62, 602.62, 1370.75, 1370.75, 1370.75, 1370.75,2019,1 Jul 2018 to 30 Jun 2019,Rateable,Area 1 - School,Community Services Educational,PT SEC 39 BLK XII SO 14194 TN OF DUNEDIN,0.0909,145000,220000,365000,1
