ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesLevied.CommercialDrainageFixedConnected.Factor,RatesLevied.CommercialDrainageFixedConnected.RateOrCharge,RatesLevied.CommercialDrainageFixedConnected.Amount,RatesLevied.CommercialDrainageCVConnected.Factor,RatesLevied.CommercialDrainageCVConnected.RateOrCharge,RatesLevied.CommercialDrainageCVConnected.Amount,RatesLevied.CommercialFireProtectionWater.Factor,RatesLevied.CommercialFireProtectionWater.RateOrCharge,RatesLevied.CommercialFireProtectionWater.Amount,RatesBreakdown.OtherTargetedRates.GrossGeneralRate,RatesBreakdown.OtherTargetedRates.NetGeneralRate,RatesBreakdown.CommercialDrainageFixedConnected.GrossGeneralRate,RatesBreakdown.CommercialDrainageFixedConnected.NetGeneralRate,RatesBreakdown.CommercialDrainageCVConnected.GrossGeneralRate,RatesBreakdown.CommercialDrainageCVConnected.NetGeneralRate,RatesBreakdown.CommercialFireProtectionWater.GrossGeneralRate,RatesBreakdown.CommercialFireProtectionWater.NetGeneralRate,RatesBreakdown.TotalOtherTargetedRates.GrossGeneralRate,RatesBreakdown.TotalOtherTargetedRates.NetGeneralRate,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
320584,27170-22800,2027768,5027768,137 Leith Street Dunedin,13D/1126,University of Otago :,PO Box 56 Dunedin 9054,2018,1 Jul 2017 to 30 Jun 2018,Rateable,Area 4 - Commercial,Industrial Other Industries including Storage,LOT 1 DP 1827;LOT 2 DP 1827;LOT 3 DP 1827;LOT 4 DP 1827;LOT 5 DP 1827;LOT 6 DP 1827;LOT 7 DP 1827;LOT 8 DP 1827;LOT 14 DP 1827;PT SEC 51 BLK XXII SO 14194 TN OF DUNEDIN,0.2782,440000,1060000,1500000,1, 1, 408.00, 408.00, 1500000, 0.002201, 3301.50, 1500000, 0.000805, 1207.50, null, null, 408.00, 408.00, 3301.50, 3301.50, 1207.50, 1207.50, 4917.00, 4917.00, 4917.00, 4917.00,2019,1 Jul 2018 to 30 Jun 2019,Rateable,Area 4 - Commercial,Industrial Other Industries including Storage,LOT 1 DP 1827;LOT 2 DP 1827;LOT 3 DP 1827;LOT 4 DP 1827;LOT 5 DP 1827;LOT 6 DP 1827;LOT 7 DP 1827;LOT 8 DP 1827;LOT 14 DP 1827;PT SEC 51 BLK XXII SO 14194 TN OF DUNEDIN,0.2782,440000,1060000,1500000,1
