Last Official Sale Price,Last Official Sale Date,Last Official Sale Type,Sale Tenure,Purchase Relationship,Net Sale Price,Chattels,Rating Valuations,Land Value,Improvements Value,Valuation Date,Valuation Address,Valuation Reference,Legal Description,TA Name,Tenure,Floor Area,Land Area,Bedrooms,Building Age,Category,Wall Material,Roof Material,Contour,Deck,Parking Freestanding,Parking Main Roof,Land Use,Zoning
433673,27Jun2011,Whole. One property involved,Freehold,Nonmarket Level  Non Bonafide,422673,11000,430000,120000,310000,01Jul2014,13 ONSLOW ROAD LAKE HAYES,29074/520,LOT 17 DP 447154,Queenstown Lakes District,Not Leased (Owner is Occupier),158m2,256m2,NA,2010  2019,Residential Dwelling 2010/2019 average (RD),Roughcast etc / GOOD,Steel / GIron / GOOD,NA,NA,1 car,NA,Single Unit excluding Bach,Residential (9A)
