ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesLevied.CommercialDrainageFixedConnected.Factor,RatesLevied.CommercialDrainageFixedConnected.RateOrCharge,RatesLevied.CommercialDrainageFixedConnected.Amount,RatesLevied.CommercialDrainageCVConnected.Factor,RatesLevied.CommercialDrainageCVConnected.RateOrCharge,RatesLevied.CommercialDrainageCVConnected.Amount,RatesLevied.CommercialFireProtectionWater.Factor,RatesLevied.CommercialFireProtectionWater.RateOrCharge,RatesLevied.CommercialFireProtectionWater.Amount,RatesBreakdown.OtherTargetedRates.GrossGeneralRate,RatesBreakdown.OtherTargetedRates.NetGeneralRate,RatesBreakdown.CommercialDrainageFixedConnected.GrossGeneralRate,RatesBreakdown.CommercialDrainageFixedConnected.NetGeneralRate,RatesBreakdown.CommercialDrainageCVConnected.GrossGeneralRate,RatesBreakdown.CommercialDrainageCVConnected.NetGeneralRate,RatesBreakdown.CommercialFireProtectionWater.GrossGeneralRate,RatesBreakdown.CommercialFireProtectionWater.NetGeneralRate,RatesBreakdown.TotalOtherTargetedRates.GrossGeneralRate,RatesBreakdown.TotalOtherTargetedRates.NetGeneralRate,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
322234,27190-33900,2030097,5030097,51 Clyde Street Dunedin,122/125;164/219;185/162;192/214;194/175;1D/362;1D/363;205/247;240/216;242/35;249/118;272/92;372/20;383/109;3D/457;3D/458;3D/480;4C/1063,University of Otago :,PO Box 56 Dunedin 9054,2018,1 Jul 2017 to 30 Jun 2018,Rateable,Area 4 - Commercial,Community Services Educational,LOT 1 DP 10886;LOT 1 DP 10948;LOT 1 DP 12322;LOT 1 DP 3901;LOT 1 DP 7815;LOT 2 DP 3901;LOT 3 DP 3901;LOT 3 DP 8386;PT LOT 1 DP 1229;PT LOT 2 DP 1229;PT LOT 4 DP 3901;PT SEC 67 BLK XXVII SO 14196 TN OF DUNEDIN;PT SEC 71 BLK XXVII SO 14196 TN OF DUNEDIN;PT SEC 72 BLK XXVIII SO 14196 TN OF DUNEDIN;PT SEC 74 BLK XXVII DP 3951 TN OF DUNEDIN;SEC 68 BLK XXVII SO 14196 TN OF DUNEDIN,0.7490,1000000,8450000,9450000,1, 1, 408.00, 408.00, 9450000, 0.002201, 20799.45, 9450000, 0.000805, 7607.25, null, null, 408.00, 408.00, 20799.45, 20799.45, 7607.25, 7607.25, 28814.70, 28814.70, 28814.70, 28814.70,2019,1 Jul 2018 to 30 Jun 2019,Rateable,Area 4 - Commercial,Community Services Educational,LOT 1 DP 10886;LOT 1 DP 10948;LOT 1 DP 12322;LOT 1 DP 3901;LOT 1 DP 7815;LOT 2 DP 3901;LOT 3 DP 3901;LOT 3 DP 8386;PT LOT 1 DP 1229;PT LOT 2 DP 1229;PT LOT 4 DP 3901;PT SEC 67 BLK XXVII SO 14196 TN OF DUNEDIN;PT SEC 71 BLK XXVII SO 14196 TN OF DUNEDIN;PT SEC 72 BLK XXVIII SO 14196 TN OF DUNEDIN;PT SEC 74 BLK XXVII DP 3951 TN OF DUNEDIN;SEC 68 BLK XXVII SO 14196 TN OF DUNEDIN,0.7490,1000000,8450000,9450000,1
