ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesLevied.CommercialDrainageFixedConnected.Factor,RatesLevied.CommercialDrainageFixedConnected.RateOrCharge,RatesLevied.CommercialDrainageFixedConnected.Amount,RatesLevied.CommercialDrainageCVConnected.Factor,RatesLevied.CommercialDrainageCVConnected.RateOrCharge,RatesLevied.CommercialDrainageCVConnected.Amount,RatesLevied.CommercialFireProtectionWater.Factor,RatesLevied.CommercialFireProtectionWater.RateOrCharge,RatesLevied.CommercialFireProtectionWater.Amount,RatesBreakdown.OtherTargetedRates.GrossGeneralRate,RatesBreakdown.OtherTargetedRates.NetGeneralRate,RatesBreakdown.CommercialDrainageFixedConnected.GrossGeneralRate,RatesBreakdown.CommercialDrainageFixedConnected.NetGeneralRate,RatesBreakdown.CommercialDrainageCVConnected.GrossGeneralRate,RatesBreakdown.CommercialDrainageCVConnected.NetGeneralRate,RatesBreakdown.CommercialFireProtectionWater.GrossGeneralRate,RatesBreakdown.CommercialFireProtectionWater.NetGeneralRate,RatesBreakdown.TotalOtherTargetedRates.GrossGeneralRate,RatesBreakdown.TotalOtherTargetedRates.NetGeneralRate,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
321605,27180-12900,2029311,5029311,310 Great King Street Dunedin,13D/383;13D/383;339/133;339/133;352/20;352/20;389/212;389/212;13D/384;13D/384;18B/407;18B/407;323/142;323/142,University of Otago :,PO Box 56 Dunedin 9054,2018,1 Jul 2017 to 30 Jun 2018,Rateable,Area 4 - Commercial,Community Services Educational,SEC 1 SO 16802;PT LOT 3 DP 10942;DP 6248;SEC 1 SO 20250;LOT 2 DP 6677;LOT 21 DP 7181;LOT 2 DP 8620,1.0984,32200000,16900000,49100000,2, 1, 408.00, 408.00, 49100000, 0.002201, 108069.10, 49100000, 0.000805, 39525.50, null, null, 408.00, 408.00, 108069.10, 108069.10, 39525.50, 39525.50, 148002.60, 148002.60, 148002.60, 148002.60,2019,1 Jul 2018 to 30 Jun 2019,Rateable,Area 4 - Commercial,Community Services Educational,SEC 1 SO 16802;PT LOT 3 DP 10942;DP 6248;SEC 1 SO 20250;LOT 2 DP 6677;LOT 21 DP 7181;LOT 2 DP 8620,1.0984,32200000,16900000,49100000,2
