ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesLevied.ResDrainageFixedChargeConnected.Factor,RatesLevied.ResDrainageFixedChargeConnected.RateOrCharge,RatesLevied.ResDrainageFixedChargeConnected.Amount,RatesLevied.ResidentialKerbsideRecycling.Factor,RatesLevied.ResidentialKerbsideRecycling.RateOrCharge,RatesLevied.ResidentialKerbsideRecycling.Amount,RatesBreakdown.OtherTargetedRates.GrossGeneralRate,RatesBreakdown.OtherTargetedRates.NetGeneralRate,RatesBreakdown.ResDrainageFixedChargeConnected.GrossGeneralRate,RatesBreakdown.ResDrainageFixedChargeConnected.NetGeneralRate,RatesBreakdown.ResidentialKerbsideRecycling.GrossGeneralRate,RatesBreakdown.ResidentialKerbsideRecycling.NetGeneralRate,RatesBreakdown.TotalOtherTargetedRates.GrossGeneralRate,RatesBreakdown.TotalOtherTargetedRates.NetGeneralRate,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
321851,27180-36500,2029612,5029612,42 Queen Street Dunedin,13D/144,University of Otago :,PO Box 56 Dunedin 9054,2018,1 Jul 2017 to 30 Jun 2018,Rateable,Area 4 - Residential,Residential Single Unit excluding bach,SEC 19 BLK XXV SO 14196 TN OF DUNEDIN,0.1012,270000,1100000,1370000,1, 1, 408.00, 408.00, 1, 66.30, 66.30, null, null, 408.00, 408.00, 66.30, 66.30, 474.30, 474.30, 474.30, 474.30,2019,1 Jul 2018 to 30 Jun 2019,Rateable,Area 4 - Residential,Residential Single Unit excluding bach,SEC 19 BLK XXV SO 14196 TN OF DUNEDIN,0.1012,270000,1100000,1370000,1
