ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesLevied.CommercialFireProtectionWater.Factor,RatesLevied.CommercialFireProtectionWater.RateOrCharge,RatesLevied.CommercialFireProtectionWater.Amount,RatesLevied.SchoolCVDrainageServiceable.Factor,RatesLevied.SchoolCVDrainageServiceable.RateOrCharge,RatesLevied.SchoolCVDrainageServiceable.Amount,RatesBreakdown.OtherTargetedRates.GrossGeneralRate,RatesBreakdown.OtherTargetedRates.NetGeneralRate,RatesBreakdown.CommercialFireProtectionWater.GrossGeneralRate,RatesBreakdown.CommercialFireProtectionWater.NetGeneralRate,RatesBreakdown.SchoolCVDrainageServiceable.GrossGeneralRate,RatesBreakdown.SchoolCVDrainageServiceable.NetGeneralRate,RatesBreakdown.TotalOtherTargetedRates.GrossGeneralRate,RatesBreakdown.TotalOtherTargetedRates.NetGeneralRate,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
321248,27170-79600,2028803,5028803,27 Royal Terrace Dunedin,33/276,St Hildas Collegiate School Incorporated :,12 Tolcarne Avenue Dunedin 9010,2018,1 Jul 2017 to 30 Jun 2018,Rateable,Area 1 - School,Community Services Educational,SEC 11 BLK XXIV SO 12496 TN OF DUNEDIN,0.1012,0,445000,445000,1, 445000, 0.000805, 358.23, 445000, 0.000826, 367.57, null, null, 358.23, 358.23, 367.57, 367.57, 725.80, 725.80, 725.80, 725.80,2019,1 Jul 2018 to 30 Jun 2019,Rateable,Area 1 - School,Community Services Educational,SEC 11 BLK XXIV SO 12496 TN OF DUNEDIN,0.1012,0,445000,445000,1
