ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesLevied.CommercialKerbsideRecycling.Factor,RatesLevied.CommercialKerbsideRecycling.RateOrCharge,RatesLevied.CommercialKerbsideRecycling.Amount,RatesLevied.DrainageChurch.Factor,RatesLevied.DrainageChurch.RateOrCharge,RatesLevied.DrainageChurch.Amount,RatesBreakdown.OtherTargetedRates.GrossGeneralRate,RatesBreakdown.OtherTargetedRates.NetGeneralRate,RatesBreakdown.CommercialKerbsideRecycling.GrossGeneralRate,RatesBreakdown.CommercialKerbsideRecycling.NetGeneralRate,RatesBreakdown.DrainageChurch.GrossGeneralRate,RatesBreakdown.DrainageChurch.NetGeneralRate,RatesBreakdown.TotalOtherTargetedRates.GrossGeneralRate,RatesBreakdown.TotalOtherTargetedRates.NetGeneralRate,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
322249,27190-36200,2030119,5030119,21 Clyde Street Dunedin,2987,Otago Muslim Association Incorporated :,PO Box 6288 Dunedin North Dunedin 9059,2018,1 Jul 2017 to 30 Jun 2018,Rateable,Area 1 - Church,Community Services Religious,LOT B DP 842,0.1410,1000,1510000,1511000,1, 1, 66.30, 66.30, 1, 102.25, 102.25, null, null, 66.30, 66.30, 102.25, 102.25, 168.55, 168.55, 168.55, 168.55,2019,1 Jul 2018 to 30 Jun 2019,Rateable,Area 1 - Church,Community Services Religious,LOT B DP 842,0.1410,1000,1510000,1511000,1
