ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesLevied.CommercialDrainageFixedConnected.Factor,RatesLevied.CommercialDrainageFixedConnected.RateOrCharge,RatesLevied.CommercialDrainageFixedConnected.Amount,RatesLevied.CommercialDrainageCVConnected.Factor,RatesLevied.CommercialDrainageCVConnected.RateOrCharge,RatesLevied.CommercialDrainageCVConnected.Amount,RatesLevied.CommercialFireProtectionWater.Factor,RatesLevied.CommercialFireProtectionWater.RateOrCharge,RatesLevied.CommercialFireProtectionWater.Amount,RatesBreakdown.OtherTargetedRates.GrossGeneralRate,RatesBreakdown.OtherTargetedRates.NetGeneralRate,RatesBreakdown.CommercialDrainageFixedConnected.GrossGeneralRate,RatesBreakdown.CommercialDrainageFixedConnected.NetGeneralRate,RatesBreakdown.CommercialDrainageCVConnected.GrossGeneralRate,RatesBreakdown.CommercialDrainageCVConnected.NetGeneralRate,RatesBreakdown.CommercialFireProtectionWater.GrossGeneralRate,RatesBreakdown.CommercialFireProtectionWater.NetGeneralRate,RatesBreakdown.TotalOtherTargetedRates.GrossGeneralRate,RatesBreakdown.TotalOtherTargetedRates.NetGeneralRate,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
321551,27180-06700,2029231,5029231,464 Great King Street Dunedin,13D/556;288/168,University of Otago :,PO Box 56 Dunedin 9054,2018,1 Jul 2017 to 30 Jun 2018,Rateable,Area 4 - Commercial,Community Services Educational,LOT 1 DP 8036;PT SEC 19 BLK XXX SO 14196 TN OF DUNEDIN,0.1136,840000,1300000,2140000,1, 1, 408.00, 408.00, 2140000, 0.002201, 4710.14, 2140000, 0.000805, 1722.70, null, null, 408.00, 408.00, 4710.14, 4710.14, 1722.70, 1722.70, 6840.84, 6840.84, 6840.84, 6840.84,2019,1 Jul 2018 to 30 Jun 2019,Rateable,Area 4 - Commercial,Community Services Educational,LOT 1 DP 8036;PT SEC 19 BLK XXX SO 14196 TN OF DUNEDIN,0.1136,840000,1300000,2140000,1
