Last Official Sale Price,Last Official Sale Date,Last Official Sale Type,Sale Tenure,Purchase Relationship,Net Sale Price,Chattels,Rating Valuations,Land Value,Improvements Value,Valuation Date,Valuation Address,Valuation Reference,Legal Description,TA Name,Tenure,Floor Area,Land Area,Bedrooms,Building Age,Category,Wall Material,Roof Material,Contour,Deck,Parking Freestanding,Parking Main Roof,Land Use,Zoning
765000,22Sep2016,Whole. One property involved,Freehold,Market Level  Bonafide,752000,13000,460000,137000,323000,01Jul2014,23B ONSLOW ROAD LAKE HAYES,29074/565,LOT 11 DP 447985,Queenstown Lakes District,Not Leased (Owner is Occupier),159m2,395m2,NA,2010  2019,Residential Dwelling 2010/2019 average (RD),Mixed Material / GOOD,Steel / GIron / GOOD,NA,NA,2 cars,NA,Single Unit excluding Bach,Residential (9A)
