ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesLevied.ResInstDrainageCVConnected.Factor,RatesLevied.ResInstDrainageCVConnected.RateOrCharge,RatesLevied.ResInstDrainageCVConnected.Amount,RatesLevied.FireProtectionWaterRateResInst.Factor,RatesLevied.FireProtectionWaterRateResInst.RateOrCharge,RatesLevied.FireProtectionWaterRateResInst.Amount,RatesBreakdown.OtherTargetedRates.GrossGeneralRate,RatesBreakdown.OtherTargetedRates.NetGeneralRate,RatesBreakdown.ResInstDrainageCVConnected.GrossGeneralRate,RatesBreakdown.ResInstDrainageCVConnected.NetGeneralRate,RatesBreakdown.FireProtectionWaterRateResInst.GrossGeneralRate,RatesBreakdown.FireProtectionWaterRateResInst.NetGeneralRate,RatesBreakdown.TotalOtherTargetedRates.GrossGeneralRate,RatesBreakdown.TotalOtherTargetedRates.NetGeneralRate,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
322151,27190-22000,2029988,5029988,135 Dundas Street Dunedin,7D/865,University of Otago :,PO Box 56 Dunedin 9054,2018,1 Jul 2017 to 30 Jun 2018,Rateable,Area 4 - Residential Institution,Residential Special Accommodation,LOT 7 DP 1901,0.0200,130000,275000,405000,1, 405000, 0.002201, 891.41, 405000, 0.000604, 244.62, null, null, 891.41, 891.41, 244.62, 244.62, 1136.03, 1136.03, 1136.03, 1136.03,2019,1 Jul 2018 to 30 Jun 2019,Rateable,Area 4 - Residential Institution,Residential Special Accommodation,LOT 7 DP 1901,0.0200,130000,275000,405000,1
