Last Official Sale Price,Last Official Sale Date,Last Official Sale Type,Sale Tenure,Purchase Relationship,Net Sale Price,Chattels,Rating Valuations,Land Value,Improvements Value,Valuation Date,Valuation Address,Valuation Reference,Legal Description,TA Name,Tenure,Floor Area,Land Area,Bedrooms,Building Age,Category,Wall Material,Roof Material,Contour,Deck,Parking Freestanding,Parking Main Roof,Land Use,Zoning
800000,23Feb2017,Whole. One property involved,Freehold,Market Level  Bonafide,787000,13000,445000,131000,314000,01Jul2014,15/11 ONSLOW ROAD LAKE HAYES,29074/519,LOT 16 DP 447154,Queenstown Lakes District,Not Leased (Owner is Occupier),163m2,351m2,NA,2010  2019,Residential Dwelling 2010/2019 average (RD),Roughcast etc / GOOD,Steel / GIron / GOOD,NA,NA,1 car,NA,Single Unit excluding Bach,Residential (9A)
