Last Official Sale Price,Last Official Sale Date,Last Official Sale Type,Sale Tenure,Purchase Relationship,Net Sale Price,Chattels,Rating Valuations,Land Value,Improvements Value,Valuation Date,Valuation Address,Valuation Reference,Legal Description,TA Name,Tenure,Floor Area,Land Area,Bedrooms,Building Age,Category,Wall Material,Roof Material,Contour,Deck,Parking Freestanding,Parking Main Roof,Land Use,Zoning
479000,03May2012,Whole. One property involved,Freehold,Market Level  Bonafide,468000,11000,460000,127000,333000,01Jul2014,23A ONSLOW ROAD LAKE HAYES,29074/564,LOT 12 DP 447985,Queenstown Lakes District,Not Leased (Owner is Occupier),142m2,319m2,NA,2010  2019,Residential Dwelling 2010/2019 average (RD),Mixed Material / GOOD,Steel / GIron / GOOD,NA,NA,2 cars,NA,Single Unit excluding Bach,Residential (9A)
