ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesLevied.CommercialDrainageFixedConnected.Factor,RatesLevied.CommercialDrainageFixedConnected.RateOrCharge,RatesLevied.CommercialDrainageFixedConnected.Amount,RatesLevied.CommercialDrainageCVConnected.Factor,RatesLevied.CommercialDrainageCVConnected.RateOrCharge,RatesLevied.CommercialDrainageCVConnected.Amount,RatesLevied.CommercialFireProtectionWater.Factor,RatesLevied.CommercialFireProtectionWater.RateOrCharge,RatesLevied.CommercialFireProtectionWater.Amount,RatesBreakdown.OtherTargetedRates.GrossGeneralRate,RatesBreakdown.OtherTargetedRates.NetGeneralRate,RatesBreakdown.CommercialDrainageFixedConnected.GrossGeneralRate,RatesBreakdown.CommercialDrainageFixedConnected.NetGeneralRate,RatesBreakdown.CommercialDrainageCVConnected.GrossGeneralRate,RatesBreakdown.CommercialDrainageCVConnected.NetGeneralRate,RatesBreakdown.CommercialFireProtectionWater.GrossGeneralRate,RatesBreakdown.CommercialFireProtectionWater.NetGeneralRate,RatesBreakdown.TotalOtherTargetedRates.GrossGeneralRate,RatesBreakdown.TotalOtherTargetedRates.NetGeneralRate,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
322132,27190-14700,2029963,5029963,95 Forth Street Dunedin,13D/1182;13D/1182;13D/1182;14A/183;14A/183;14A/183,Ministry of Education :,C/O Otago Polytechnic Private Bag 1910 Dunedin 9054,2018,1 Jul 2017 to 30 Jun 2018,Rateable,Area 1 - Commercial,Community Services Educational,DP 3969;LOT 1 DP 1379;LOT 1 DP 1622;LOT 1 DP 3609;LOT 2 DP 1379;LOT 2 DP 1622;LOT 2 DP 311;LOT 2 DP 3609;LOT 3 DP 1379;LOT 3 DP 311;LOT 4 DP 1379;LOT 4 DP 311;LOT 5 DP 311;LOT 6 DP 1379;LOT 7 DP 1379;LOT 8 DP 1379;PT LOT 1 DP 311;PT LOT 5 DP 1379;PT LOT 5A DP 1379;PT SEC 52 BLK XXXVI SO 14196 TN OF DUNEDIN;PT SEC 53 BLK XXXVI SO 14196 TN OF DUNEDIN;PT SEC 55 BLK XXXVI SO 14196 TN OF DUNEDIN;PT SEC 56 BLK XXXVI SO 14196 TN OF DUNEDIN;PT SEC 58 BLK XXXVI SO 14196 TN OF DUNEDIN;PT SEC 59 BLK XXXVI SO 14196 TN OF DUNEDIN;PT SEC 60 BLK XXXVI SO 14196 TN OF DUNEDIN;PT SEC 61 BLK XXXVI SO 14196 TN OF DUNEDIN;SEC 1 BLK LXV DP 953 TN OF DUNEDIN;SEC 1 SO 19930;SEC 1 SO 21124;SEC 2 BLK LXV DP 953 TN OF DUNEDIN;SEC 2 SO 19930;SEC 3 BLK LXV DP 953 TN OF DUNEDIN;SEC 3 SO 19930;SEC 4 BLK LXV DP 953 TN OF DUNEDIN;SEC 5 BLK LXV DP 953 TN OF DUNEDIN;SEC 6 BLK LXV DP 953 TN OF DUNEDIN;SEC 67 BLK XXXVI SO 19930 TN OF DUNEDIN;SEC 7 BLK LXV DP 953 TN OF DUNEDIN;SEC 8 BLK LXV DP 953 TN OF DUNEDIN;SEC 9 BLK LXV DP 953 TN OF DUNEDIN,2.0042,37400000,19700000,57100000,1, 1, 408.00, 408.00, 57100000, 0.002201, 125677.10, 57100000, 0.000805, 45965.50, null, null, 408.00, 408.00, 125677.10, 125677.10, 45965.50, 45965.50, 172050.60, 172050.60, 172050.60, 172050.60,2019,1 Jul 2018 to 30 Jun 2019,Rateable,Area 1 - Commercial,Community Services Educational,DP 3969;LOT 1 DP 1379;LOT 1 DP 1622;LOT 1 DP 3609;LOT 2 DP 1379;LOT 2 DP 1622;LOT 2 DP 311;LOT 2 DP 3609;LOT 3 DP 1379;LOT 3 DP 311;LOT 4 DP 1379;LOT 4 DP 311;LOT 5 DP 311;LOT 6 DP 1379;LOT 7 DP 1379;LOT 8 DP 1379;PT LOT 1 DP 311;PT LOT 5 DP 1379;PT LOT 5A DP 1379;PT SEC 52 BLK XXXVI SO 14196 TN OF DUNEDIN;PT SEC 53 BLK XXXVI SO 14196 TN OF DUNEDIN;PT SEC 55 BLK XXXVI SO 14196 TN OF DUNEDIN;PT SEC 56 BLK XXXVI SO 14196 TN OF DUNEDIN;PT SEC 58 BLK XXXVI SO 14196 TN OF DUNEDIN;PT SEC 59 BLK XXXVI SO 14196 TN OF DUNEDIN;PT SEC 60 BLK XXXVI SO 14196 TN OF DUNEDIN;PT SEC 61 BLK XXXVI SO 14196 TN OF DUNEDIN;SEC 1 BLK LXV DP 953 TN OF DUNEDIN;SEC 1 SO 19930;SEC 1 SO 21124;SEC 2 BLK LXV DP 953 TN OF DUNEDIN;SEC 2 SO 19930;SEC 3 BLK LXV DP 953 TN OF DUNEDIN;SEC 3 SO 19930;SEC 4 BLK LXV DP 953 TN OF DUNEDIN;SEC 5 BLK LXV DP 953 TN OF DUNEDIN;SEC 6 BLK LXV DP 953 TN OF DUNEDIN;SEC 67 BLK XXXVI SO 19930 TN OF DUNEDIN;SEC 7 BLK LXV DP 953 TN OF DUNEDIN;SEC 8 BLK LXV DP 953 TN OF DUNEDIN;SEC 9 BLK LXV DP 953 TN OF DUNEDIN,2.0042,37400000,19700000,57100000,1
