ID,PropertyDetails.ValuationNumber,PropertyDetails.RateAccountID,PropertyDetails.PropertyNumber,PropertyDetails.PropertyAddress,PropertyDetails.Certificate(s)OfTitle,PropertyDetails.RatepayerName(s),PropertyDetails.PostalAddressForThisAssessment,CurrentRates.CurrentRatingYear,CurrentRates.RatingPeriod,CurrentRates.Rateability,CurrentRates.RatingDifferential,CurrentRates.LandUse,CurrentRates.LegalDescription,CurrentRates.AreaInHectares,CurrentRates.ValueOfImprovements(01/07/16),CurrentRates.LandValue(01/07/16),CurrentRates.CapitalValue(01/07/16),CurrentRates.SeparatelyUsedOrInhabitedParts,RatesLevied.CommercialDrainageFixedConnected.Factor,RatesLevied.CommercialDrainageFixedConnected.RateOrCharge,RatesLevied.CommercialDrainageFixedConnected.Amount,RatesLevied.CommercialFireProtectionWater.Factor,RatesLevied.CommercialFireProtectionWater.RateOrCharge,RatesLevied.CommercialFireProtectionWater.Amount,RatesLevied.SchoolCVDrainageConnected.Factor,RatesLevied.SchoolCVDrainageConnected.RateOrCharge,RatesLevied.SchoolCVDrainageConnected.Amount,RatesBreakdown.OtherTargetedRates.GrossGeneralRate,RatesBreakdown.OtherTargetedRates.NetGeneralRate,RatesBreakdown.CommercialDrainageFixedConnected.GrossGeneralRate,RatesBreakdown.CommercialDrainageFixedConnected.NetGeneralRate,RatesBreakdown.CommercialFireProtectionWater.GrossGeneralRate,RatesBreakdown.CommercialFireProtectionWater.NetGeneralRate,RatesBreakdown.SchoolCVDrainageConnected.GrossGeneralRate,RatesBreakdown.SchoolCVDrainageConnected.NetGeneralRate,RatesBreakdown.TotalOtherTargetedRates.GrossGeneralRate,RatesBreakdown.TotalOtherTargetedRates.NetGeneralRate,RatesBreakdown.TOTALRATES.GrossGeneralRate,RatesBreakdown.TOTALRATES.NetGeneralRate,FutureRates.FutureRatingYear,FutureRates.FutureRatingPeriod,FutureRates.Rateability,FutureRates.RatingDifferential,FutureRates.LandUse,FutureRates.LegalDescription,FutureRates.AreaInHectares,FutureRates.ValueOfImprovements(01/07/16),FutureRates.LandValue(01/07/16),FutureRates.CapitalValue(01/07/16),FutureRates.SeparatelyUsedOrInhabitedParts
319992,27160-38100,2027001,5027001,126 Tennyson Street Dunedin,16B/1136,Ministry of Education :,C/O Otago Girls High School 41 Tennyson Street Dunedin 9016,2018,1 Jul 2017 to 30 Jun 2018,Rateable,Area 1 - School,Community Services Educational,LOT 2 DP 24486,0.3413,230000,910000,1140000,1, 1, 408.00, 408.00, 1140000, 0.000805, 917.70, 1140000, 0.001651, 1882.14, null, null, 408.00, 408.00, 917.70, 917.70, 1882.14, 1882.14, 3207.84, 3207.84, 3207.84, 3207.84,2019,1 Jul 2018 to 30 Jun 2019,Rateable,Area 1 - School,Community Services Educational,LOT 2 DP 24486,0.3413,230000,910000,1140000,1
