"9601",315683,"34 Turnbull Street Dunedin 9011", "34 Turnbull St, Brockville, Dunedin 9011, New Zealand", -45.8635261, 170.4590386
"9602",315684,"Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546", , ,
"9603",315686,"Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546", , ,
"9604",315688,"Dianne Sprott Family Trust 24 Turnbull Street Dunedin 9011", , ,
"9605",315689,"22 Turnbull Street Dunedin 9011", "22 Turnbull St, Brockville, Dunedin 9011, New Zealand", -45.8636087, 170.459789
"9606",315690,"20 Turnbull Street Dunedin 9011", "20 Turnbull St, Brockville, Dunedin 9011, New Zealand", -45.8636926, 170.4599946
"9607",315691,"Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546", , ,
"9608",315692,"16 Turnbull Street Dunedin 9011", "16 Turnbull St, Brockville, Dunedin 9011, New Zealand", -45.8636669, 170.4605066
"9609",315693,"14 Turnbull Street Dunedin 9011", "14 Turnbull St, Brockville, Dunedin 9011, New Zealand", -45.8638242, 170.4602166
"9610",315694,"Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546", , ,
"9611",315695,"10 Turnbull Street Dunedin 9011", "10 Turnbull St, Brockville, Dunedin 9011, New Zealand", -45.8640747, 170.4604704
"9612",315696,"Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546", , ,
"9613",315697,"6 Turnbull Street Dunedin 9011", "6 Turnbull St, Brockville, Dunedin 9011, New Zealand", -45.8642687, 170.4608005
"9614",315698,"PO Box 5045 Moray Place Dunedin 9058", "Moray Pl, Dunedin, 9016, New Zealand", -45.8754737, 170.5028586
"9615",315699,"38 Barton Street Dunedin 9011", "38 Barton St, Brockville, Dunedin 9011, New Zealand", -45.8660906, 170.4542189
"9616",315700,"Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546", , ,
"9617",315701,"Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546", , ,
"9618",315702,"Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546", , ,
"9619",315703,"Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546", , ,
"9620",315704,"Auckland Central Regional Office PO Box 74598 Greenlane Auckland 1546", , ,
"9621",315705,"15 Nutsford Street Dunedin 9011", "15 Nutsford St, Brockville, Dunedin 9011, New Zealand", -45.8654073, 170.4550181
