"268",305888,"3 De Lacy Street Maia Dunedin 9022"
"269",305889,"1 De Lacy Street Maia Dunedin 9022"
"270",305890,"Bosun and Bernie Family Trust 309 Ravensbourne Road Dunedin 9022"
"271",305891,"PO Box 6227 Dunedin North Dunedin 9059"
"272",305892,"2 Ascog Road Ravensbourne Dunedin 9022"
"273",305894,"98 Manapouri Street Maia Dunedin 9022"
"274",305895,"25 De Lacy Street Maia Dunedin 9022"
"275",305896,"23 De Lacy Street Maia Dunedin 9022"
"276",305897,"21 De Lacy Street Maia Dunedin 9022"
"277",305898,"13 De Lacy Street Maia Dunedin 9022"
"278",305899,"13 De Lacy Street Maia Dunedin 9022"
"279",305900,"11 De Lacy Street Maia Dunedin 9022"
"280",305902,"Peter MacKenzie Family Trust 7 De Lacy Street Maia Dunedin 9022"
"281",305903,"5 De Lacy Street Maia Dunedin 9022"
"282",305904,"1 Ascog Road Ravensbourne Dunedin 9022"
"283",305905,"94B Victoria Road Dunedin 9012"
"284",305906,"11 Lumsden Riversdale Highway RD 4 Lumsden 9794"
"285",305907,"301 Ravensbourne Road Ravensbourne Dunedin 9022"
"286",305908,"297 Ravensbourne Road Ravensbourne Dunedin 9022"
"287",305911,"J L Porter Family Trust 294 Pine Hill Road Dunedin 9010"
"288",305912,"8 Pomaria Road Henderson Auckland 0610"
"289",305913,"287 Ravensbourne Road Ravensbourne Dunedin 9022"
"290",305914,"3/126 Nottingham Road Parkinson QLD 4115 AUSTRALIA"
"291",305915,"2 Wakatipu Street Ravensbourne Dunedin 9022"
"292",305916,"PO Box 1001 Dunedin 9054"
"293",305917,"78 The Esplanade Raumati South Paraparaumu 5032"
"294",305918,"6 Wakatipu Street Ravensbourne Dunedin 9022"
"295",305919,"8 Wakatipu Street Ravensbourne Dunedin 9022"
"296",305920,"58 Totara Street Ravensbourne Dunedin 9022"
"297",305921,"Steve &ampJulia Turner Family Trust 60 Totara Street Ravensbourne Dunedin 9022"
"298",305922,"66 Totara Street Ravensbourne Dunedin 9022"
"299",305923,"66A Totara Street Ravensbourne Dunedin 9022"
"300",305924,"68 Totara Street Ravensbourne Dunedin 9022"
"301",305925,"5 Ascog Road Ravensbourne Dunedin 9022"
"302",305926,"32 Island Terrace Port Chalmers 9023"
"303",305927,"PO Box 5045 Moray Place Dunedin 9058"
"304",305928,"4 Athol Place Ravensbourne Dunedin 9022"
"305",305929,"6 Athol Place Ravensbourne Dunedin 9022"
"306",305930,"PO Box 5221 Moray Place Dunedin 9058"
"307",305931,"12 Athol Place Ravensbourne Dunedin 9022"
"308",305932,"46 Totara Street Ravensbourne Dunedin 9022"
"309",305933,"5 Bidston Street Outram 9019"
"310",305934,"11 Ascog Road Ravensbourne Dunedin 9022"
"311",305935,"PO Box 6277 Dunedin North Dunedin 9059"
"312",305936,"C/O Amanda Ivamy PO Box 5099 Moray Place Dunedin 9058"
"313",305937,"61 Totara Street Ravensbourne Dunedin 9022"
"314",305938,"61A Totara Street Ravensbourne Dunedin 9022"
"315",305939,"55A Totara Street Ravensbourne Dunedin 9022"
"316",305940,"74 Waikuku Beach Road RD 3 Rangiora 7473"
"317",305942,"6 Seddon Street Ravensbourne Dunedin 9022"
"318",305943,"8 Seddon Street Ravensbourne Dunedin 9022"
"319",305944,NA
"320",305945,"12 Seddon Street Ravensbourne Dunedin 9022"
"321",305946,"74 Manapouri Street Ravensbourne Dunedin 9022"
"322",305948,"78A Manapouri Street Ravensbourne Dunedin 9022"
"323",305949,"78 Manapouri Street Ravensbourne Dunedin 9022"
"324",305950,"80 Manapouri Street Ravensbourne Dunedin 9022"
"325",305951,"23 Ascog Road Ravensbourne Dunedin 9022"
"326",305952,"21 Ascog Road Ravensbourne Dunedin 9022"
