"14057",321261,"61 London Street Dunedin","97A Larnach Road Dunedin 9013", "61 London St, Dunedin, 9016, New Zealand", -45.86897889999999, 170.5028256
"14058",321262,"2 Heriot Row Dunedin","C/O Mr T Barnes 62 Havelock Road #03-12 SINGAPORE 169659", "2 Heriot Row, Dunedin, 9016, New Zealand", -45.8687782, 170.502845
"14059",321263,"6 Heriot Row Dunedin","18 Eversfield Rise Gore 9710", "6 Heriot Row, Dunedin, 9016, New Zealand", -45.86854169999999, 170.5030545
"14060",321265,"10 Heriot Row Dunedin","Ronald and Margaret Guthrie Family Trust 10 Heriot Row Dunedin 9016", "10 Heriot Row, Dunedin, 9016, New Zealand", -45.8681721, 170.5032821
"14061",321266,"12 Heriot Row Dunedin",NA, "12 Heriot Row, Dunedin, 9016, New Zealand", -45.8680374, 170.5033626
"14062",321267,"12A Heriot Row Dunedin","12A Heriot Row Dunedin 9016", "12A Heriot Row, Dunedin, 9016, New Zealand", -45.867926, 170.5030309
"14063",321268,"14 Heriot Row Dunedin","14 Heriot Row Dunedin 9016", "14 Heriot Row, Dunedin, 9016, New Zealand", -45.8678934, 170.5035077
"14064",321269,"14A Heriot Row Dunedin","14B Valley Road Cashmere Christchurch 8022", "14A Heriot Row, Dunedin, 9016, New Zealand", -45.8677682, 170.5031165
"14065",321270,"16 Heriot Row Dunedin","12 Tolcarne Avenue Dunedin 9010", "16 Heriot Row, Dunedin, 9016, New Zealand", -45.86771, 170.503601
"14066",321271,"12 Cobden Street Dunedin","12 Cobden Street Dunedin 9016", "12 Cobden St, Dunedin, 9016, New Zealand", -45.8667127, 170.5019299
"14067",321272,"36 Royal Terrace Dunedin","36 Royal Terrace Dunedin 9016", "36 Royal Terrace, Dunedin, 9016, New Zealand", -45.8669028, 170.5021425
"14068",321273,"38 Royal Terrace Dunedin","43 Ravenswood Road Dunedin 9012", "38 Royal Terrace, Dunedin, 9016, New Zealand", -45.866794, 170.5022978
"14069",321275,"32 Royal Terrace Dunedin","PO Box 529 Dunedin 9054", "32 Royal Terrace, Dunedin, 9016, New Zealand", -45.86721430000001, 170.5017154
"14070",321276,"32A Royal Terrace Dunedin","8 Lauriston Street Dunedin 9013", "32A Royal Terrace, Dunedin, 9016, New Zealand", -45.8673235, 170.5020122
"14071",321277,"30 Royal Terrace Dunedin","PO Box 5940 Moray Place Dunedin 9058", "30 Royal Terrace, Dunedin, 9016, New Zealand", -45.8674612, 170.501846
"14072",321278,"28 Royal Terrace Dunedin","28 Royal Terrace Dunedin 9016", "28 Royal Terrace, Dunedin, 9016, New Zealand", -45.8675855, 170.5017894
"14073",321279,"26 Royal Terrace Dunedin","C/O Mr P G and Dr J C Devereux 26 Royal Terrace Dunedin 9016", "26 Royal Terrace, Dunedin, 9016, New Zealand", -45.8676561, 170.5017383
"14074",321280,"24 Royal Terrace Dunedin","Cypress Trust 24 Royal Terrace Dunedin 9016", "24 Royal Terrace, Dunedin, 9016, New Zealand", -45.8677766, 170.5016048
"14075",321281,"22A Royal Terrace Dunedin","22 Royal Terrace Dunedin 9016", "22A Royal Terrace, Dunedin, 9016, New Zealand", -45.8679737, 170.5015327
"14076",321282,"22B Royal Terrace Dunedin","22 Royal Terrace Dunedin 9016", "22B Royal Terrace, Dunedin, 9016, New Zealand", -45.867945, 170.5014121
"14077",321283,"20A Royal Terrace Dunedin","Phoenix Resettlement Trust 20A Royal Terrace Dunedin 9016", "20A Royal Terrace, Dunedin, 9016, New Zealand", -45.8681755, 170.5010864
"14078",321284,"20 Royal Terrace Dunedin","103 Doon Street Dunedin 9013", "20 Royal Terrace, Dunedin, 9016, New Zealand", -45.8682498, 170.5015173
"14079",321285,"18 Royal Terrace Dunedin","McKinney Family Trust 18 Royal Terrace Dunedin 9016", "18 Royal Terrace, Dunedin, 9016, New Zealand", -45.8683156, 170.5013413
"14080",321286,"16 Royal Terrace Dunedin","C/O P Gillay 309 Fisher Lane RD 3 Alexandra 9393", "16 Royal Terrace, Dunedin, 9016, New Zealand", -45.8684165, 170.5012375
"14081",321287,"12 Royal Terrace Dunedin","12 Royal Terrace Dunedin 9016", "12 Royal Terrace, Dunedin, 9016, New Zealand", -45.86866680000001, 170.5013134
"14082",321288,"12A Royal Terrace Dunedin","C/O Reliability Administrator PO Box 890 Dunedin 9054", "12A Royal Terrace, Dunedin, 9016, New Zealand", -45.8685677, 170.5009062
"14083",321289,"10 Royal Terrace Dunedin","267 King Edward Street Dunedin 9012", "10 Royal Terrace, Dunedin, 9016, New Zealand", -45.8689072, 170.50113
"14084",321290,"8 Royal Terrace Dunedin","8 Royal Terrace Dunedin 9016", "8 Royal Terrace, Dunedin, 9016, New Zealand", -45.8690858, 170.5009491
"14085",321291,"6 Royal Terrace Dunedin","Pownall Holdings Trust 6 Royal Terrace Dunedin 9016", "6 Royal Terrace, Dunedin, 9016, New Zealand", -45.8692427, 170.5008532
"14086",321292,"4 Royal Terrace Dunedin","100 New Windsor Road New Windsor Auckland 0600", "4 Royal Terrace, Dunedin, 9016, New Zealand", -45.869397, 170.5006768
"14087",321293,"2 Royal Terrace Dunedin","PO Box 5912 Moray Place Dunedin 9058", "2 Royal Terrace, Dunedin, 9016, New Zealand", -45.8696928, 170.5008111
"14088",321294,"91 London Street Dunedin","267 King Edward Street Dunedin 9012", "91 London St, Dunedin, 9016, New Zealand", -45.8697369, 170.500504
"14089",321295,"93 London Street Dunedin","39 Dinsdale Street Albert Park VIC 3206 AUSTRALIA", "93 London St, Dunedin, 9016, New Zealand", -45.8694841, 170.5001998
"14090",321296,"95 London Street Dunedin","The Karitane Trust 95 London Street Dunedin 9016", "95 London St, Dunedin, 9016, New Zealand", -45.8697666, 170.500155
"14091",321297,"4 Stoutgate Dunedin","4 Stoutgate Dunedin 9016", "4 Stoutgate, Dunedin, 9016, New Zealand", -45.86983559999999, 170.4994137
"14092",321298,"99 London Street Dunedin","R C and J A Palmer Family Trust 99 London Street Dunedin 9016", "99 London St, Dunedin, 9016, New Zealand", -45.870014, 170.4996959
"14093",321299,"2 Stoutgate Dunedin","2 Stoutgate Dunedin 9016", "2 Stoutgate, Dunedin, 9016, New Zealand", -45.8700292, 170.4993639
"14094",321300,"97 London Street Dunedin","C/O J R Seymour 9 Edinburgh Place Balclutha 9230", "97 London St, Dunedin, 9016, New Zealand", -45.8699266, 170.4999269
"14095",321301,"6 Stoutgate Dunedin","PO Box 5735 Moray Place Dunedin 9058", "6 Stoutgate, Dunedin, 9016, New Zealand", -45.8696691, 170.4997006
"14096",321302,"3A Stoutgate Dunedin","PO Box 419 Wanaka 9343", "3A Stoutgate, Dunedin, 9016, New Zealand", -45.869906, 170.4989068
"14097",321303,"3B Stoutgate Dunedin","PO Box 5199 Moray Place Dunedin 9058", "3B Stoutgate, Dunedin, 9016, New Zealand", -45.8699849, 170.4989556
"14098",321304,"113 London Street Dunedin","PO Box 5127 Moray Place Dunedin 9058", "113 London St, Dunedin, 9016, New Zealand", -45.8702176, 170.4990749
"14099",321305,"1 Stoutgate Dunedin","Goldthorpe Family Trust 30 Sam John Place RD 2 Wanaka 9382", "1 Stoutgate, Dunedin, 9016, New Zealand", -45.8700854, 170.4990689
"14100",321306,"1A Stoutgate Dunedin","Philippa and The Boys Family Trust 30 Sam John Place RD 2 Wanaka 9382", "1A Stoutgate, Dunedin, 9016, New Zealand", -45.87012319999999, 170.499026
"14101",321307,"115A London Street Dunedin","71 Drivers Road Dunedin 9010", "115A London St, Dunedin, 9016, New Zealand", -45.8700684, 170.4987269
"14102",321308,"115B London Street Dunedin","Lorraine Anne Family Trust 27 Heuchan Lane Wanaka 9305", "115B London St, Dunedin, 9016, New Zealand", -45.8700304, 170.4987036
"14103",321309,"115C London Street Dunedin","48 Hinterland Drive Prebbleton 7604", "115C London St, Dunedin, 9016, New Zealand", -45.8699798, 170.4986702
"14104",321310,"115D London Street Dunedin","15A Tania Place Blockhouse Bay Auckland 0600", "115D London St, Dunedin, 9016, New Zealand", -45.8699428, 170.4986492
"14105",321311,"117 London Street Dunedin","117 London Street Dunedin 9016", "117 London St, Dunedin, 9016, New Zealand", -45.8702576, 170.4987985
"14106",321312,"125 London Street Dunedin","267 King Edward Street Dunedin 9012", "125 London St, Dunedin, 9016, New Zealand", -45.8701759, 170.4985147
"14107",321313,"129 London Street Dunedin","129 London Street Dunedin 9016", "129 London St, Dunedin, 9016, New Zealand", -45.8703617, 170.4983985
"14108",321314,"131 London Street Dunedin","267 King Edward Street Dunedin 9012", "131 London St, Dunedin, 9016, New Zealand", -45.8702591, 170.4979702
"14109",321315,"133 London Street Dunedin",NA, "133 London St, Dunedin, 9016, New Zealand", -45.8704525, 170.4980792
"14110",321316,"135 London Street Dunedin","170 Main Road Spring Grove RD 1 Wakefield 7095", "135 London St, Dunedin, 9016, New Zealand", -45.8705027, 170.4978705
"14111",321317,"133A London Street Dunedin","71 Passmore Crescent Dunedin 9010", "133A London St, Dunedin, 9016, New Zealand", -45.8702662, 170.4977494
"14112",321318,"330 Stuart Street Dunedin","330 Stuart Street Dunedin 9016", "330 Stuart St, Dunedin, 9016, New Zealand", -45.870612, 170.4976844
"14113",321319,"332 Stuart Street Dunedin","332 Stuart Street Dunedin 9016", "332 Stuart St, Dunedin, 9016, New Zealand", -45.8703819, 170.4975937
"14114",321320,"8 Haddon Place Dunedin","213 Larnach Road Dunedin 9013", "8 Haddon Pl, Dunedin, 9016, New Zealand", -45.8704834, 170.5010369
"14115",321321,"10 Haddon Place Dunedin","10 Haddon Place Dunedin 9016", "10 Haddon Pl, Dunedin, 9016, New Zealand", -45.8703429, 170.5008923
"14116",321322,"88 London Street Dunedin","88 London Street Dunedin 9016", "88 London St, Dunedin, 9016, New Zealand", -45.8700572, 170.5007846
"14117",321323,"92 London Street Dunedin","92 London Street Dunedin 9016", "92 London St, Dunedin, 9016, New Zealand", -45.8701954, 170.5008187
"14118",321324,"94 London Street Dunedin","94 London Street Dunedin 9016", "94 London St, Dunedin, 9016, New Zealand", -45.8701391, 170.5005444
"14119",321326,"100 London Street Dunedin","100 London Street Dunedin 9016", "100 London St, Dunedin, 9016, New Zealand", -45.870376, 170.4998367
"14120",321327,"98 London Street Dunedin","C/O Finance Committee PO Box 5395 Moray Place Dunedin 9058", "98 London St, Dunedin, 9016, New Zealand", -45.8705887, 170.4999914
"14121",321328,"104 London Street Dunedin","PO Box 5334 Moray Place Dunedin 9058", "104 London St, Dunedin, 9016, New Zealand", -45.8705453, 170.4995976
"14122",321329,"106A London Street Dunedin","A G and M P Fahey Family Trust 106A London Street Dunedin 9016", "106A London St, Dunedin, 9016, New Zealand", -45.87045029999999, 170.4993446
"14123",321330,"106B London Street Dunedin","106B London Street Dunedin 9016", "106B London St, Dunedin, 9016, New Zealand", -45.8705551, 170.4993931
"14124",321331,"106C London Street Dunedin","C/O Jos McAllister 106C London Street Dunedin 9016", "106C London St, Dunedin, 9016, New Zealand", -45.8706498, 170.4994571
"14125",321332,"106D London Street Dunedin","106D London Street Dunedin 9016", "106D London St, Dunedin, 9016, New Zealand", -45.8707533, 170.4995257
"14126",321333,"114 London Street Dunedin","122 Kelburn Parade Wellington 6012", "114 London St, Dunedin, 9016, New Zealand", -45.8705295, 170.4991775
"14127",321340,"122 London Street Dunedin","122 London Street Dunedin 9016", "122 London St, Dunedin, 9016, New Zealand", -45.8706274, 170.4988911
"14128",321341,"128 London Street Dunedin","4B Minto Street Dunedin 9013", "128 London St, Dunedin, 9016, New Zealand", -45.8708955, 170.49878
"14129",321342,"132 London Street Dunedin","102 Kenmure Road Dunedin 9011", "132 London St, Dunedin, 9016, New Zealand", -45.8708558, 170.4984479
"14130",321343,"134 London Street Dunedin","134 London Street Dunedin 9016", "134 London St, Dunedin, 9016, New Zealand", -45.87091900000001, 170.4981881
"14131",321344,"138 London Street Dunedin","Raymond John George Family Trust PO Box 5200 Moray Place Dunedin 9058", "138 London St, Dunedin, 9016, New Zealand", -45.8709695, 170.4979945
"14132",321345,"140 London Street Dunedin","3/5A Laud Avenue Ellerslie Auckland 1060", "140 London St, Dunedin, 9016, New Zealand", -45.8709162, 170.4978027
"14133",321346,"142 London Street Dunedin","C/O B R and S A Judd 17 MacNee Street Dunedin 9011", "142 London St, Dunedin, 9016, New Zealand", -45.8709664, 170.4976804
"14134",321347,"326 Stuart Street Dunedin","326 Stuart Street Dunedin 9016", "326 Stuart St, Dunedin, 9016, New Zealand", -45.8711028, 170.4977465
"14135",321348,"324 Stuart Street Dunedin","324 Stuart Street Dunedin 9016", "324 Stuart St, Dunedin, 9016, New Zealand", -45.8712391, 170.4979225
"14136",321349,"320 Stuart Street Dunedin","320 Stuart Street Dunedin 9016", "320 Stuart St, Dunedin, 9016, New Zealand", -45.871344, 170.4980531
"14137",321350,"318 Stuart Street Dunedin","PO Box 2152 South Dunedin Dunedin 9044", "318 Stuart St, Dunedin, 9016, New Zealand", -45.8714556, 170.4980871
"14138",321351,"159 Cargill Street Dunedin","18 Council Street Dunedin 9012", "159 Cargill St, Dunedin, 9016, New Zealand", -45.8716882, 170.4981023
"14139",321353,"155 Cargill Street Dunedin","184 Scott Street Dunedin 9013", "155 Cargill St, Dunedin, 9016, New Zealand", -45.871185, 170.4983658
"14140",321355,"143 Cargill Street Dunedin",NA, "143 Cargill St, Dunedin, 9016, New Zealand", -45.8714261, 170.4987486
"14141",321356,"139 Cargill Street Dunedin","184 Scott Street Dunedin 9013", "139 Cargill St, Dunedin, 9016, New Zealand", -45.8713299, 170.4988157
"14142",321357,"137A Cargill Street Dunedin","93B Burma Road Broadmeadows Wellington 6035", "137A Cargill St, Dunedin, 9016, New Zealand", -45.8711507, 170.4987452
"14143",321358,"137B Cargill Street Dunedin","1A Glasgow Terrace Grafton Auckland 1023", "137B Cargill St, Dunedin, 9016, New Zealand", -45.8711849, 170.4986152
"14144",321359,"135 Cargill Street Dunedin","PO Box 10052 Dominion Road Auckland 1446", "135 Cargill St, Dunedin, 9016, New Zealand", -45.871092, 170.4988863
"14145",321360,"133 Cargill Street Dunedin","74 Hamilton Road Hataitai Wellington 6021", "133 Cargill St, Dunedin, 9016, New Zealand", -45.8712764, 170.4990322
"14146",321361,"131 Cargill Street Dunedin","C J McWha Trust PO Box 47424 Ponsonby Auckland 1144", "131 Cargill St, Dunedin, 9016, New Zealand", -45.8713256, 170.4992398
"14147",321362,"129 Cargill Street Dunedin","184 Scott Street Dunedin 9013", "129 Cargill St, Dunedin, 9016, New Zealand", -45.8712306, 170.4993174
"14148",321363,"125 Cargill Street Dunedin","118 London Street Dunedin 9016", "125 Cargill St, Dunedin, 9016, New Zealand", -45.8711225, 170.4994218
"14149",321364,"123 Cargill Street Dunedin","51 Shetland Street Dunedin 9010", "123 Cargill St, Dunedin, 9016, New Zealand", -45.8708974, 170.4996859
"14150",321368,"97 Cargill Street Dunedin","C/O P Gillay 309 Fisher Lane RD 3 Alexandra 9393", "97 Cargill St, Dunedin, 9016, New Zealand", -45.8708917, 170.5005101
"14151",321369,"87 Cargill Street Dunedin","Laing and Cazemier Investment Trust 25 Rossington Drive West Melton 7618", "87 Cargill St, Dunedin, 9016, New Zealand", -45.8707715, 170.5008309
"14152",321370,"73 Cargill Street Dunedin","5 McGeorge Avenue Dunedin 9011", "73 Cargill St, Dunedin, 9016, New Zealand", -45.870696, 170.5011416
"14153",321372,"74 Cargill Street Dunedin","PO Box 5912 Moray Place Dunedin 9058", "74 Cargill St, Dunedin, 9016, New Zealand", -45.87101879999999, 170.5014133
"14154",321373,"84 Cargill Street Dunedin","80 Dalziel Road Dunedin 9010", "84 Cargill St, Dunedin, 9016, New Zealand", -45.8711938, 170.5009951
"14155",321376,"106 Cargill Street Dunedin","534 Highgate Dunedin 9010", "106 Cargill St, Dunedin, 9016, New Zealand", -45.871408, 170.5001983
"14156",321377,"114 Cargill Street Dunedin","239 Malvern Street Dunedin 9010", "114 Cargill St, Dunedin, 9016, New Zealand", -45.8714433, 170.4998478
"14157",321378,"120 Cargill Street Dunedin","321 Three Mile Bush Road RD 1 Kamo 0185", "120 Cargill St, Dunedin, 9016, New Zealand", -45.871547, 170.4997226
"14158",321379,"124 Cargill Street Dunedin","2961 Tarras-Cromwell Road RD 3 Cromwell 9383", "124 Cargill St, Dunedin, 9016, New Zealand", -45.8715876, 170.4995228
"14159",321380,"124B Cargill Street Dunedin","2961 Tarras-Cromwell Road RD 3 Cromwell 9383", "124B Cargill St, Dunedin, 9016, New Zealand", -45.87162989999999, 170.4994404
