"11305",317571,"40A Crosby Street Dunedin","40A Crosby Street Dunedin 9011"
"11306",317572,"40 Crosby Street Dunedin","40 Crosby Street Dunedin 9011"
"11307",317573,"42A Crosby Street Dunedin","42A Crosby Street Dunedin 9011"
"11308",317574,"42 Crosby Street Dunedin","42 Crosby Street Dunedin 9011"
"11309",317575,"42B Crosby Street Dunedin","42B Crosby Street Dunedin 9011"
"11310",317576,"44 Crosby Street Dunedin","44 Crosby Street Dunedin 9011"
"11311",317577,"46 Crosby Street Dunedin","46 Crosby Street Dunedin 9011"
"11312",317578,"48 Crosby Street Dunedin","48 Crosby Street Dunedin 9011"
"11313",317579,"50 Crosby Street Dunedin","54 Rosebery Street Dunedin 9011"
"11314",317580,"63 English Avenue Dunedin","63 English Avenue Dunedin 9011"
"11315",317581,"57 English Avenue Dunedin","57 English Avenue Dunedin 9011"
"11316",317582,"55 English Avenue Dunedin","55 English Avenue Dunedin 9011"
"11317",317583,"53 English Avenue Dunedin","12 Springhill Road Dunedin 9011"
"11318",317584,"49A English Avenue Dunedin","Steel Family Trust 49A English Avenue Dunedin 9011"
"11319",317585,"49B English Avenue Dunedin",NA
"11320",317586,"79 Elgin Road Dunedin","79 Elgin Road Dunedin 9011"
"11321",317587,"4 Ventnor Street Dunedin","4 Ventnor Street Dunedin 9011"
"11322",317588,"6 Ventnor Street Dunedin","Facelift Trust 297 Mount Albert Road Sandringham Auckland 1041"
"11323",317589,"8 Ventnor Street Dunedin","8 Ventnor Street Dunedin 9011"
"11324",317590,"10 Ventnor Street Dunedin","10 Ventnor Street Dunedin 9011"
"11325",317591,"12 Ventnor Street Dunedin","12 Ventnor Street Dunedin 9011"
"11326",317592,"14 Ventnor Street Dunedin","14 Ventnor Street Dunedin 9011"
"11327",317593,"18 Ventnor Street Dunedin","18 Ventnor Street Dunedin 9011"
"11328",317594,"20 Ventnor Street Dunedin","20 Ventnor Street Dunedin 9011"
"11329",317595,"24 Ventnor Street Dunedin","32 Bunyan Street Waltham Christchurch 8023"
"11330",317596,"26 Ventnor Street Dunedin","26 Ventnor Street Dunedin 9011"
"11331",317597,"30 Ventnor Street Dunedin","30 Ventnor Street Dunedin 9011"
"11332",317598,"32 Ventnor Street Dunedin","32 Ventnor Street Dunedin 9011"
"11333",317599,"34 Ventnor Street Dunedin","9 Dame Street Waikouaiti 9510"
"11334",317600,"36 Ventnor Street Dunedin","36 Ventnor Street Dunedin 9011"
"11335",317601,"40 Ventnor Street Dunedin","5 Pollock Street Dunedin 9010"
"11336",317602,"7D Springhill Road Dunedin","10 Hadley Close Dunedin 9010"
"11337",317603,"70 Glenpark Avenue Dunedin","70 Glenpark Avenue Dunedin 9011"
"11338",317604,"72 Glenpark Avenue Dunedin","69 Glenpark Avenue Dunedin 9011"
"11339",317605,"80 Glenpark Avenue Dunedin","20 James Street Dunedin 9010"
"11340",317606,"82 Glenpark Avenue Dunedin",NA
"11341",317607,"84 Glenpark Avenue Dunedin","84 Glenpark Avenue Dunedin 9011"
"11342",317608,"86 Glenpark Avenue Dunedin","86 Glenpark Avenue Dunedin 9011"
"11343",317609,"88 Glenpark Avenue Dunedin","88 Glenpark Avenue Dunedin 9011"
"11344",317610,"6 Crosby Street Dunedin","101 Martin Road Fairfield Dunedin 9018"
"11345",317611,"8 Crosby Street Dunedin","8 Crosby Street Dunedin 9011"
"11346",317612,"12 Crosby Street Dunedin","12 Crosby Street Dunedin 9011"
"11347",317613,"20 Crosby Street Dunedin","Hypatia Trust 20 Crosby Street Dunedin 9011"
"11348",317614,"24 Crosby Street Dunedin","24 Crosby Street Dunedin 9011"
"11349",317615,"26 Crosby Street Dunedin","26 Crosby Street Dunedin 9011"
"11350",317616,"34 Crosby Street Dunedin","34 Crosby Street Dunedin 9011"
"11351",317617,"32 Crosby Street Dunedin","23 Honeystone Street Dunedin 9010"
"11352",317618,"21 Springhill Road Dunedin","20 Johnson Street Milton 9220"
"11353",317619,"17 Springhill Road Dunedin","10 Highgrove Dunedin 9012"
"11354",317620,"15 Springhill Road Dunedin","15 Springhill Road Dunedin 9011"
"11355",317621,"13 Springhill Road Dunedin","13 Springhill Road Dunedin 9011"
"11356",317622,"11 Springhill Road Dunedin","11 Springhill Road Dunedin 9011"
"11357",317623,"9 Springhill Road Dunedin","Estate G M Eaton PO Box 803 Dunedin 9054"
"11358",317624,"10 Crosby Street Dunedin","10 Crosby Street Dunedin 9011"
"11359",317625,"98 Glenpark Avenue Dunedin","98 Glenpark Avenue Dunedin 9011"
"11360",317626,"100 Glenpark Avenue Dunedin","100 Glenpark Avenue Dunedin 9011"
"11361",317627,"102 Glenpark Avenue Dunedin","102 Glenpark Avenue Dunedin 9011"
"11362",317628,"104 Glenpark Avenue Dunedin","104 Glenpark Avenue Dunedin 9011"
"11363",317629,"6 Picardy Street Dunedin","6 Arcadia Place Dunedin 9010"
"11364",317630,"8 Picardy Street Dunedin","3 Mount Street West Ryde New South Wales 2114 AUSTRALIA"
"11365",317631,"10 Picardy Street Dunedin","10 Picardy Street Dunedin 9011"
"11366",317632,"12 Picardy Street Dunedin","12 Picardy Street Dunedin 9011"
"11367",317633,"14 Picardy Street Dunedin","14 Picardy Street Dunedin 9011"
"11368",317634,"16A Picardy Street Dunedin","16A Picardy Street Dunedin 9011"
"11369",317635,"16C Picardy Street Dunedin","16C Picardy Street Dunedin 9011"
"11370",317636,"16B Picardy Street Dunedin","16B Picardy Street Dunedin 9011"
"11371",317637,"16D Picardy Street Dunedin","Jennifer Hopkinson Family Trust 16D Picardy Street Dunedin 9011"
"11372",317638,"16 Picardy Street Dunedin",NA
"11373",317639,"18 Picardy Street Dunedin","18 Picardy Street Dunedin 9011"
"11374",317640,"22 Picardy Street Dunedin","PO Box 76002 Northwood Christchurch 8548"
"11375",317641,"24 Picardy Street Dunedin","PO Box 7108 Mornington Dunedin 9040"
"11376",317642,"61 Springhill Road Dunedin","61 Springhill Road Dunedin 9011"
"11377",317643,"35 Springhill Road Dunedin","35 Springhill Road Dunedin 9011"
"11378",317644,"33 Springhill Road Dunedin","33 Springhill Road Dunedin 9011"
"11379",317645,"31 Springhill Road Dunedin","31 Springhill Road Dunedin 9011"
"11380",317646,"35 Crosby Street Dunedin","35 Crosby Street Dunedin 9011"
"11381",317647,"33 Crosby Street Dunedin","17 Poolburn Court Lake Hayes Estate Queenstown 9304"
"11382",317648,"31 Crosby Street Dunedin","31 Crosby Street Dunedin 9011"
"11383",317649,"29 Crosby Street Dunedin","29 Crosby Street Dunedin 9011"
"11384",317650,"25 Crosby Street Dunedin","25 Crosby Street Dunedin 9011"
"11385",317651,"23 Crosby Street Dunedin","23 Crosby Street Dunedin 9011"
"11386",317652,"21 Crosby Street Dunedin","1829H Tirau Road RD 1 Tirau 3484"
"11387",317653,"19A Crosby Street Dunedin","19A Crosby Street Dunedin 9011"
"11388",317654,"11 Crosby Street Dunedin","104 Eastern Valley Way Willoughby NSW 2068 AUSTRALIA"
"11389",317655,"7 Crosby Street Dunedin","7 Crosby Street Dunedin 9011"
"11390",317656,"5 Crosby Street Dunedin","5 Crosby Street Dunedin 9011"
"11391",317657,"3 Crosby Street Dunedin","3 Crosby Street Dunedin 9011"
"11392",317658,"92 Glenpark Avenue Dunedin","92 Glenpark Avenue Dunedin 9011"
"11393",317659,"62 Springhill Road Dunedin","62 Springhill Road Dunedin 9011"
"11394",317660,"64 Springhill Road Dunedin","64 Springhill Road Dunedin 9011"
"11395",317661,"73 English Avenue Dunedin","11/4 Tower Street Manly NSW 2095 AUSTRALIA"
"11396",317662,"69 English Avenue Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"11397",317663,"41 Crosby Street Dunedin","34 Fennell Crescent Silverdale 0932"
"11398",317664,"60 Springhill Road Dunedin","60 Springhill Road Dunedin 9011"
"11399",317665,"68 English Avenue Dunedin","68 English Avenue Dunedin 9011"
"11400",317666,"66 English Avenue Dunedin","66 English Avenue Dunedin 9011"
"11401",317667,"64 English Avenue Dunedin","L J and B J Robertson Family Trust 64 English Avenue Dunedin 9011"
"11402",317668,"58 English Avenue Dunedin","68 English Avenue Dunedin 9011"
"11403",317669,"83 Elgin Road Dunedin","83 Elgin Road Dunedin 9011"
"11404",317670,"91 Elgin Road Dunedin","91 Elgin Road Dunedin 9011"
"11405",317671,"93 Elgin Road Dunedin","93 Elgin Road Dunedin 9011"
"11406",317672,"95 Elgin Road Dunedin","95 Elgin Road Dunedin 9011"
"11407",317673,"97 Elgin Road Dunedin","97 Elgin Road Dunedin 9011"
"11408",317674,"99 Elgin Road Dunedin","99 Elgin Road Dunedin 9011"
"11409",317675,"101 Elgin Road Dunedin","101 Elgin Road Dunedin 9011"
"11410",317676,"103 Elgin Road Dunedin","Smith -Carr Trust 103 Elgin Road Dunedin 9011"
"11411",317677,"1 Crewe Street Dunedin","2 English Avenue Dunedin 9011"
"11412",317678,"3 Crewe Street Dunedin","3 Crewe Street Dunedin 9011"
"11413",317679,"5 Crewe Street Dunedin","5 Crewe Street Dunedin 9011"
"11414",317680,"13 Maryhill Terrace Dunedin","13 Maryhill Terrace Dunedin 9011"
"11415",317681,"11 Maryhill Terrace Dunedin","11 Maryhill Terrace Dunedin 9011"
"11416",317682,"7 Maryhill Terrace Dunedin","S V and E M Westboy Family Trust 7 Maryhill Terrace Dunedin 9011"
"11417",317683,"5 Maryhill Terrace Dunedin","Elaine Aimers Family Trust 5 Maryhill Terrace Dunedin 9011"
"11418",317684,"3 Maryhill Terrace Dunedin","3 Maryhill Terrace Dunedin 9011"
"11419",317685,"121 Elgin Road Dunedin",NA
"11420",317686,"123 Elgin Road Dunedin","121 Elgin Road Dunedin 9011"
"11421",317687,"117 Elgin Road Dunedin","Finlin Family Trust 117 Elgin Road Dunedin 9011"
"11422",317688,"115 Elgin Road Dunedin","15 F-2;No 80;Dachang 2nd Road Sanmin District Kaohsiung City TAIWAN 807"
"11423",317689,"6 Crewe Street Dunedin","6 Crewe Street Dunedin 9011"
"11424",317690,"4 Crewe Street Dunedin","2 Crewe Street Dunedin 9011"
"11425",317691,"8 Crewe Street Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"11426",317692,"10 Crewe Street Dunedin","10 Crewe Street Dunedin 9011"
"11427",317693,"88 English Avenue Dunedin","88 English Avenue Dunedin 9011"
"11428",317694,"90 English Avenue Dunedin","90 English Avenue Dunedin 9011"
"11429",317695,"92A English Avenue Dunedin","PO Box 145 Dunedin 9054"
"11430",317696,"92 English Avenue Dunedin","92 English Avenue Dunedin 9011"
"11431",317697,"27 Maryhill Terrace Dunedin","27 Maryhill Terrace Dunedin 9011"
"11432",317698,"25 Maryhill Terrace Dunedin","25 Maryhill Terrace Dunedin 9011"
"11433",317699,"23 Maryhill Terrace Dunedin","23 Maryhill Terrace Dunedin 9011"
"11434",317700,"21 Maryhill Terrace Dunedin","Hyslop Family Trust 21 Maryhill Terrace Dunedin 9011"
"11435",317701,"19 Maryhill Terrace Dunedin",NA
"11436",317702,"17 Maryhill Terrace Dunedin","17 Maryhill Terrace Dunedin 9011"
"11437",317704,"93 English Avenue Dunedin","93 English Avenue Dunedin 9011"
"11438",317705,"33 Picardy Street Dunedin","33 Picardy Street Dunedin 9011"
"11439",317706,"31 Picardy Street Dunedin","12 Jutland Street North New Brighton Christchurch 8083"
"11440",317707,"29A Picardy Street Dunedin","29A Picardy Street Dunedin 9011"
"11441",317708,"29 Picardy Street Dunedin","29 Picardy Street Dunedin 9011"
"11442",317709,"27 Picardy Street Dunedin","7 Jade Court Rosedale Auckland 0632"
"11443",317710,"25 Picardy Street Dunedin","25 Picardy Street Dunedin 9011"
"11444",317711,"25A Picardy Street Dunedin","25A Picardy Street Dunedin 9011"
"11445",317712,"23 Picardy Street Dunedin","19 Kiwi Street Saint Leonards Dunedin 9022"
"11446",317713,"21 Picardy Street Dunedin","21 Picardy Street Dunedin 9011"
"11447",317714,"19 Picardy Street Dunedin","66 John Street Ponsonby Auckland 1011"
"11448",317715,"17 Picardy Street Dunedin","17 Picardy Street Dunedin 9011"
"11449",317716,"7 Lesney Street Dunedin","Gandron Trust 7 Lesney Street Dunedin 9011"
"11450",317717,"5 Lesney Street Dunedin","5 Lesney Street Dunedin 9011"
"11451",317718,"31 Maryhill Terrace Dunedin","31 Maryhill Terrace Dunedin 9011"
"11452",317719,"124 Glenpark Avenue Dunedin","124 Glenpark Avenue Dunedin 9011"
"11453",317720,"45 Maryhill Terrace Dunedin","23 Miners Terrace RD 2 Cromwell 9384"
"11454",317721,"43 Maryhill Terrace Dunedin","43 Maryhill Terrace Dunedin 9011"
"11455",317723,"39 Maryhill Terrace Dunedin","39 Maryhill Terrace Dunedin 9011"
"11456",317724,"35 Maryhill Terrace Dunedin","35 Maryhill Terrace Dunedin 9011"
"11457",317725,"37 Maryhill Terrace Dunedin","4 Lesney Street Dunedin 9011"
"11458",317726,"11 Picardy Street Dunedin","11 Picardy Street Dunedin 9011"
"11459",317727,"15 Picardy Street Dunedin","15 Picardy Street Dunedin 9011"
"11460",317728,"9 Picardy Street Dunedin","9 Picardy Street Dunedin 9011"
"11461",317729,"7 Picardy Street Dunedin","7 Picardy Street Dunedin 9011"
"11462",317730,"5 Picardy Street Dunedin","5 Picardy Street Dunedin 9011"
"11463",317731,"3 Picardy Street Dunedin","3 Picardy Street Dunedin 9011"
"11464",317732,"110 Glenpark Avenue Dunedin","110 Glenpark Avenue Dunedin 9011"
"11465",317733,"112 Glenpark Avenue Dunedin","112 Glenpark Avenue Dunedin 9011"
"11466",317734,"116 Glenpark Avenue Dunedin","116 Glenpark Avenue Dunedin 9011"
"11467",317735,"118 Glenpark Avenue Dunedin","118 Glenpark Avenue Dunedin 9011"
"11468",317736,"132 Glenpark Avenue Dunedin","132 Glenpark Avenue Dunedin 9011"
"11469",317737,"50 Maryhill Terrace Dunedin","50 Maryhill Terrace Dunedin 9011"
"11470",317738,"59 Mitchell Avenue Dunedin","I J Wadsworth Family Trust 59 Mitchell Avenue Dunedin 9011"
"11471",317739,"55 Mitchell Avenue Dunedin","55 Mitchell Avenue Dunedin 9011"
"11472",317740,"47 Mitchell Avenue Dunedin","47 Mitchell Avenue Dunedin 9011"
"11473",317741,"41 Mitchell Avenue Dunedin","41 Mitchell Avenue Dunedin 9011"
"11474",317742,"39 Mitchell Avenue Dunedin","Altman Family Trust 39 Mitchell Avenue Dunedin 9011"
"11475",317743,"37 Mitchell Avenue Dunedin","18 Forbes Street Dunedin 9011"
"11476",317744,"35 Mitchell Avenue Dunedin","41A Hawthorn Avenue Dunedin 9011"
"11477",317745,"33 Mitchell Avenue Dunedin","PO Box 46 Port Chalmers 9050"
"11478",317746,"31 Mitchell Avenue Dunedin","31 Mitchell Avenue Dunedin 9011"
"11479",317748,"489 Allanton Road East Taieri","489 Allanton Road RD 1 Outram 9073"
"11480",317749,"5 Mitchell Avenue Dunedin","5 Mitchell Avenue Dunedin 9011"
"11481",317750,"135 Elgin Road Dunedin","C/O Air Cis 209 Squadron;Rnzaf Base Auckland Private Bag Whenuapai 0618"
"11482",317751,"2 Maryhill Terrace Dunedin","The McKean Family Trust 69 Rob Roy Lane Wanaka 9305"
"11483",317752,"4 Maryhill Terrace Dunedin","4 Maryhill Terrace Dunedin 9011"
"11484",317753,"6 Maryhill Terrace Dunedin","C/O Cutlers Property Management 709 Great King Street Dunedin 9016"
"11485",317754,"9 Mitchell Avenue Dunedin","PO Box 5589 Moray Place Dunedin 9058"
"11486",317755,"14A Maryhill Terrace Dunedin","14A Maryhill Terrace Dunedin 9011"
"11487",317756,"14B Maryhill Terrace Dunedin","14B Maryhill Terrace Dunedin 9011"
"11488",317758,"22 Maryhill Terrace Dunedin","130 Glenpark Avenue Dunedin 9011"
"11489",317759,"24 Maryhill Terrace Dunedin","24 Maryhill Terrace Dunedin 9011"
"11490",317760,"26 Maryhill Terrace Dunedin","34 Hawthorn Avenue Dunedin 9011"
"11491",317761,"30 Maryhill Terrace Dunedin","20 Hagart-Alexander Drive Mosgiel 9024"
"11492",317762,"28 Maryhill Terrace Dunedin","Val Sutton Family Trust 28 Maryhill Terrace Dunedin 9011"
"11493",317763,"32 Maryhill Terrace Dunedin","32 Maryhill Terrace Dunedin 9011"
"11494",317764,"34 Maryhill Terrace Dunedin","34 Maryhill Terrace Dunedin 9011"
"11495",317765,"36 Maryhill Terrace Dunedin","3 Rosebery Street Dunedin 9011"
"11496",317766,"38B Maryhill Terrace Dunedin","38B Maryhill Terrace Dunedin 9011"
"11497",317767,"36A Maryhill Terrace Dunedin","36A Maryhill Terrace Dunedin 9011"
"11498",317768,"40 Maryhill Terrace Dunedin","G H T Holdings Trust 47 Rosebery Street Dunedin 9011"
"11499",317769,"42 Maryhill Terrace Dunedin","34 Taupo Street Ravensbourne Dunedin 9022"
"11500",317770,"51 Mitchell Avenue Dunedin","W N Labes Family Trust PO Box 369 Cromwell 9342"
"11501",317771,"53A Mitchell Avenue Dunedin","John Pledger Trust PO Box 7131 Mornington Dunedin 9040"
"11502",317772,"53B Mitchell Avenue Dunedin","24 Stirling Street Dunedin 9013"
"11503",317773,"44 Maryhill Terrace Dunedin","Michael Hook Trust 44 Maryhill Terrace Dunedin 9011"
"11504",317774,"46 Maryhill Terrace Dunedin","34 Hawthorn Avenue Dunedin 9011"
"11505",317775,"48 Maryhill Terrace Dunedin","48 Maryhill Terrace Dunedin 9011"
"11506",317776,"52 Maryhill Terrace Dunedin","27 Sefton Street Timaru 7910"
"11507",317779,"60 Mitchell Avenue Dunedin","60 Mitchell Avenue Dunedin 9011"
"11508",317780,"58 Mitchell Avenue Dunedin","58 Mitchell Avenue Dunedin 9011"
"11509",317781,"54 Mitchell Avenue Dunedin","54 Mitchell Avenue Dunedin 9011"
"11510",317782,"52 Mitchell Avenue Dunedin",NA
"11511",317783,"46 Mitchell Avenue Dunedin",NA
"11512",317784,"5 Bridger Street Dunedin","5 Bridger Street Dunedin 9011"
"11513",317785,"7 Bridger Street Dunedin","7 Bridger Street Dunedin 9011"
"11514",317786,"9 Bridger Street Dunedin","C/O Harcourts Property Management PO Box 5267 Moray Place Dunedin 9058"
"11515",317787,"11 Bridger Street Dunedin","11 Bridger Street Dunedin 9011"
"11516",317788,"13 Bridger Street Dunedin","13 Bridger Street Dunedin 9011"
"11517",317789,"19 Bridger Street Dunedin","A C and Rmbryant Family Trust 19 Bridger Street Dunedin 9011"
"11518",317790,"1 Acacia Avenue Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"11519",317791,"23 Bridger Street Dunedin","Ryan Nichols Trust 23 Bridger Street Dunedin 9011"
"11520",317792,"27 Bridger Street Dunedin","27 Bridger Street Dunedin 9011"
"11521",317793,"25 Bridger Street Dunedin","25 Bridger Street Dunedin 9011"
"11522",317794,"37 Bridger Street Dunedin","Malabar Trust 37 Bridger Street Dunedin 9011"
"11523",317795,"39 Bridger Street Dunedin","39 Bridger Street Dunedin 9011"
"11524",317796,"43 Bridger Street Dunedin","43 Bridger Street Dunedin 9011"
"11525",317797,"45 Bridger Street Dunedin","45 Bridger Street Dunedin 9011"
"11526",317798,"47 Bridger Street Dunedin","47 Bridger Street Dunedin 9011"
"11527",317799,"49 Bridger Street Dunedin","49 Bridger Street Dunedin 9011"
"11528",317800,"160 Glenpark Avenue Dunedin","160 Glenpark Avenue Dunedin 9011"
"11529",317801,"158 Glenpark Avenue Dunedin","S S Collins and S F Sefo Family Trust 158 Glenpark Avenue Dunedin 9011"
"11530",317802,"156 Glenpark Avenue Dunedin","156 Glenpark Avenue Dunedin 9011"
"11531",317803,"154 Glenpark Avenue Dunedin","PO Box 5045 Moray Place Dunedin 9058"
"11532",317804,"152 Glenpark Avenue Dunedin","19 Lonsdale Street Dunedin 9011"
"11533",317805,"150 Glenpark Avenue Dunedin","150 Glenpark Avenue Dunedin 9011"
"11534",317806,"148 Glenpark Avenue Dunedin",NA
"11535",317807,"146 Glenpark Avenue Dunedin","146 Glenpark Avenue Dunedin 9011"
"11536",317808,"144 Glenpark Avenue Dunedin","144 Glenpark Avenue Dunedin 9011"
"11537",317809,"142 Glenpark Avenue Dunedin","104 Huntsbury Avenue Saint Martins Christchurch 8022"
"11538",317810,"140 Glenpark Avenue Dunedin","140 Glenpark Avenue Dunedin 9011"
"11539",317811,"138 Glenpark Avenue Dunedin","80 Goodall Street Mosgiel 9024"
"11540",317812,"38 Mitchell Avenue Dunedin","38 Mitchell Avenue Dunedin 9011"
"11541",317813,"40 Mitchell Avenue Dunedin","PO Box 12032 Maori Hill Dunedin 9043"
"11542",317814,"27 Benhar Street Dunedin","Private Bag 1941 Dunedin 9054"
"11543",317816,"36 Mitchell Avenue Dunedin","Private Bag 1941 Dunedin 9054"
"11544",317817,"31 Benhar Street Dunedin","Private Bag 1941 Dunedin 9054"
"11545",317818,"17 Benhar Street Dunedin","17 Benhar Street Dunedin 9011"
"11546",317819,"15 Benhar Street Dunedin","15 Benhar Street Dunedin 9011"
"11547",317820,"13 Benhar Street Dunedin","13 Benhar Street Dunedin 9011"
"11548",317821,"11 Benhar Street Dunedin","11 Benhar Street Dunedin 9011"
"11549",317822,"9 Benhar Street Dunedin","9 Benhar Street Dunedin 9011"
"11550",317823,"7 Benhar Street Dunedin","7 Benhar Street Dunedin 9011"
"11551",317824,"5 Benhar Street Dunedin",NA
"11552",317825,"3 Benhar Street Dunedin",NA
"11553",317826,"1 Benhar Street Dunedin","1 Benhar Street Dunedin 9011"
"11554",317827,"139 Elgin Road Dunedin","139 Elgin Road Dunedin 9011"
"11555",317828,"4 Mitchell Avenue Dunedin","Brian and Penny Anderson Family Trust 4 Mitchell Avenue Dunedin 9011"
"11556",317829,"6A Mitchell Avenue Dunedin","6A Mitchell Avenue Dunedin 9011"
"11557",317830,"6B Mitchell Avenue Dunedin","6B Mitchell Avenue Dunedin 9011"
"11558",317831,"6C Mitchell Avenue Dunedin","6C Mitchell Avenue Dunedin 9011"
"11559",317832,"8 Mitchell Avenue Dunedin","8 Mitchell Avenue Dunedin 9011"
"11560",317833,"10 Mitchell Avenue Dunedin","7 Argyle Street Dunedin 9011"
"11561",317834,"12 Mitchell Avenue Dunedin","Pleace and Dale Family Trust 12 Mitchell Avenue Dunedin 9011"
"11562",317835,"14 Mitchell Avenue Dunedin","12 Mitchell Avenue Dunedin 9011"
"11563",317836,"14A Mitchell Avenue Dunedin","W L and R W Coppin Family Trust 14A Mitchell Avenue Dunedin 9011"
"11564",317837,"16 Mitchell Avenue Dunedin","16 Mitchell Avenue Dunedin 9011"
"11565",317838,"18 Mitchell Avenue Dunedin","8 Pimble Avenue Karori Wellington 6012"
"11566",317839,"20 Mitchell Avenue Dunedin","20 Mitchell Avenue Dunedin 9011"
"11567",317840,"22 Mitchell Avenue Dunedin","22 Mitchell Avenue Dunedin 9011"
"11568",317841,"26 Mitchell Avenue Dunedin","26 Mitchell Avenue Dunedin 9011"
"11569",317842,"24 Mitchell Avenue Dunedin","130 Glenpark Avenue Dunedin 9011"
"11570",317843,"28 Mitchell Avenue Dunedin","28 Mitchell Avenue Dunedin 9011"
"11571",317844,"30 Benhar Street Dunedin","30 Benhar Street Dunedin 9011"
"11572",317845,"32 Benhar Street Dunedin","32 Benhar Street Dunedin 9011"
"11573",317846,"22 Bridger Street Dunedin","22 Bridger Street Dunedin 9011"
"11574",317847,"24 Bridger Street Dunedin","5 Orchard Grove East Taieri Mosgiel 9024"
"11575",317848,"28 Bridger Street Dunedin","28 Bridger Street Dunedin 9011"
"11576",317849,"30 Bridger Street Dunedin","30 Bridger Street Dunedin 9011"
"11577",317850,"32 Bridger Street Dunedin","32 Bridger Street Dunedin 9011"
"11578",317851,"40 Bridger Street Dunedin","40 Bridger Street Dunedin 9011"
"11579",317852,"42 Bridger Street Dunedin","42 Bridger Street Dunedin 9011"
"11580",317853,"44 Bridger Street Dunedin","44 Bridger Street Dunedin 9011"
"11581",317854,"46 Bridger Street Dunedin","46 Bridger Street Dunedin 9011"
"11582",317855,"48 Bridger Street Dunedin","48 Bridger Street Dunedin 9011"
"11583",317856,"50 Bridger Street Dunedin","50 Bridger Street Dunedin 9011"
"11584",317857,"52 Bridger Street Dunedin","52 Bridger Street Dunedin 9011"
"11585",317858,"164 Glenpark Avenue Dunedin","164 Glenpark Avenue Dunedin 9011"
"11586",317859,"166 Glenpark Avenue Dunedin","166 Glenpark Avenue Dunedin 9011"
"11587",317860,"168 Glenpark Avenue Dunedin","168 Glenpark Avenue Dunedin 9011"
"11588",317861,"170 Glenpark Avenue Dunedin","141 Forfar Street Dunedin 9011"
"11589",317862,"172 Glenpark Avenue Dunedin","172 Glenpark Avenue Dunedin 9011"
"11590",317863,"174 Glenpark Avenue Dunedin","174 Glenpark Avenue Dunedin 9011"
"11591",317864,"108 Oakwood Avenue Dunedin","108 Oakwood Avenue Dunedin 9011"
"11592",317865,"112 Oakwood Avenue Dunedin","112 Oakwood Avenue Dunedin 9011"
"11593",317866,"114 Oakwood Avenue Dunedin","114 Oakwood Avenue Dunedin 9011"
"11594",317867,"116 Oakwood Avenue Dunedin","116 Oakwood Avenue Dunedin 9011"
"11595",317868,"118 Oakwood Avenue Dunedin","118 Oakwood Avenue Dunedin 9011"
"11596",317869,"122 Oakwood Avenue Dunedin","Tayaka Family Trust 56 Oakwood Avenue Dunedin 9011"
"11597",317870,"124 Oakwood Avenue Dunedin","124 Oakwood Avenue Dunedin 9011"
"11598",317871,"128 Oakwood Avenue Dunedin","128 Oakwood Avenue Dunedin 9011"
"11599",317872,"130 Oakwood Avenue Dunedin","130 Oakwood Avenue Dunedin 9011"
"11600",317873,"132 Oakwood Avenue Dunedin","44 Short Street Invercargill 9810"
"11601",317874,"16 Renfrew Street Dunedin","16 Renfrew Street Dunedin 9011"
"11602",317875,"14 Renfrew Street Dunedin","38 Holyport Close Fairfield Dunedin 9018"
"11603",317876,"9 Renfrew Street Dunedin","9 Renfrew Street Dunedin 9011"
"11604",317877,"22 Renfrew Street Dunedin","22 Renfrew Street Dunedin 9011"
"11605",317878,"20 Renfrew Street Dunedin","20 Renfrew Street Dunedin 9011"
"11606",317879,"19 Renfrew Street Dunedin","19 Renfrew Street Dunedin 9011"
"11607",317880,"23 Renfrew Street Dunedin","23 Renfrew Street Dunedin 9011"
"11608",317881,"24 Renfrew Street Dunedin","24 Renfrew Street Dunedin 9011"
"11609",317882,"25 Renfrew Street Dunedin","25 Renfrew Street Dunedin 9011"
"11610",317883,"21 Renfrew Street Dunedin","70 Centennial Avenue Dunedin 9010"
"11611",317884,"26 Renfrew Street Dunedin","26 Renfrew Street Dunedin 9011"
"11612",317885,"18 Renfrew Street Dunedin","Simmons Family Trust 18 Renfrew Street Dunedin 9011"
"11613",317886,"15 Renfrew Street Dunedin","15 Renfrew Street Dunedin 9011"
"11614",317887,"17 Renfrew Street Dunedin","17 Renfrew Street Dunedin 9011"
"11615",317888,"11 Renfrew Street Dunedin","11 Renfrew Street Dunedin 9011"
"11616",317889,"27 Forbes Street Dunedin","27 Forbes Street Dunedin 9011"
"11617",317890,"25 Forbes Street Dunedin","25 Forbes Street Dunedin 9011"
"11618",317891,"23 Forbes Street Dunedin","23 Forbes Street Dunedin 9011"
"11619",317892,"21 Forbes Street Dunedin","21 Forbes Street Dunedin 9011"
"11620",317893,"19 Forbes Street Dunedin","45A Patteson Avenue Mission Bay Auckland 1071"
"11621",317894,"17 Forbes Street Dunedin","17 Forbes Street Dunedin 9011"
"11622",317895,"37 Scoular Street Dunedin","37 Scoular Street Dunedin 9011"
"11623",317896,"35 Scoular Street Dunedin","PO Box 127 Kirwee 7543"
"11624",317897,"33 Scoular Street Dunedin","33 Scoular Street Dunedin 9011"
"11625",317898,"31 Scoular Street Dunedin","31 Scoular Street Dunedin 9011"
